delivery_id,order_id,delivery_status,distance,delivery_time,estimated_time,delivery_fee,vehicle_type
1915a9cc-f3db-4483-bd64-eba12eb90baa,88f74196-ab88-4709-a88b-b3fee40c2419,Delivered,19.6,72,77,4.97,Bike
ede09f42-96b8-41b7-becb-3eaa914741e0,bcb33e5f-67b3-4f85-b469-432c7d0adf5f,On the way,15.61,79,85,5.18,Scooter
68d39d06-f9bd-4ee3-94ea-5274fa4b3245,1f5a4dcb-0b82-4821-95b8-2be9bf2ceb87,Delivered,18.9,54,57,9.38,Car
46e9ae5e-d2b0-4943-bd7d-9725074b25c6,7cf317f7-b12e-4e94-9b94-40a88ce959f7,Delivered,18.82,97,105,8.47,Car
aad77783-f9ff-4273-bc37-4e5193b32811,a21f6abf-423f-4d87-9822-ff989ae0ddb9,Delivered,9.34,112,114,7.83,Scooter
4ee4f079-a1e7-4cac-a59b-09ddf4e1ab0e,b0c67d42-22a9-49e4-bace-b220f671a7a0,Delivered,17.31,114,124,9.55,Bike
e66a894a-ccb3-441e-9bf0-1491757a79f8,8de81109-bc41-4ff7-9334-741760572dab,Delivered,18.35,116,124,7.95,Scooter
4ae3c80c-1744-4d74-9481-f8a67c248c45,a641d086-82d0-4fb8-b792-e2537542b858,Delivered,16.44,47,57,7.28,Scooter
b1168a8d-7809-4e55-a6f7-bf69cf5f8873,ac9dd704-af47-4338-b01f-bc7fd6e4eb85,On the way,3.91,89,98,3.62,Bike
25db0688-6619-4691-90e4-34dc50b7f575,2e374e2e-41b0-4fd9-9ffd-225efe662f41,Delivered,17.0,23,19,7.03,Scooter
eea99449-40fe-4db7-ad1e-b4f707be2035,adda93ad-bec3-4f29-a20e-55627604dec6,Delivered,10.64,74,75,8.36,Bike
e22e764f-8203-49f0-b484-89820c32ae09,46c04622-3af2-4ae9-a84f-15eab4fa78ea,Delivered,3.75,25,15,6.68,Scooter
1a6b7fd7-a142-4fd3-8c8d-6d506983e702,70c982c8-714e-4219-9bda-b3f40679274a,On the way,4.61,104,103,2.07,Bike
822f7b6b-3987-432c-bfd9-f3124454047b,1f11c1bf-5691-419f-b3c3-be2c69bed9a1,On the way,10.12,42,50,3.53,Scooter
1a3e185c-5ce6-47f4-b516-5709cd45b8c7,074236cc-5878-4143-abc4-3243b81e6b7e,Delivered,2.15,57,66,4.15,Bike
a4a7f0ca-6466-4644-a15f-5b79a55490f1,cc796075-41dd-4c64-9b79-de7c608fb846,On the way,11.27,33,36,2.97,Car
5337cb3a-7548-4ff8-9556-a495854daea2,681f520e-86e8-43ad-9d15-99c5a19f20a6,Delivered,3.23,86,88,5.68,Scooter
432d974a-f03b-4128-8a1e-7973620b4639,69be0c6c-ad61-4581-b1ce-0f8b1699bf00,Delivered,7.49,115,113,9.98,Scooter
53ddf27a-591f-482e-8aa2-1f304b418dce,1f5a4dcb-0b82-4821-95b8-2be9bf2ceb87,Delivered,8.52,17,15,5.05,Car
b800a9b3-11e3-4822-9f66-ce0aeea8050a,1b91bcd0-c207-40aa-80f2-ad22e1091f78,Delivered,14.57,42,46,4.14,Bike
6ae7e9f1-daf2-4498-b85d-ab553b886bf1,bf11e52e-a7cb-4395-8f56-cca4e1db14c9,Delivered,11.49,23,23,7.83,Bike
e05a3f50-db55-4b67-96ca-008aec89fa5a,5d9a8b21-10fa-4dd3-8d55-746c22d9b80f,On the way,8.5,61,51,2.72,Bike
f73ff08f-0438-4bea-9c22-213489db497a,2628f49b-0d09-47d7-9907-159bbf41753c,On the way,10.61,34,31,4.46,Bike
1470274a-67ab-4cfd-87a3-ba725a73201b,07e1eb74-045f-4919-aa56-95c11d97a326,Delivered,12.85,113,107,4.08,Car
128bf0d3-29bf-4b78-8ead-dd4319df012b,d601d6cb-3017-47ad-a4df-7f7bc6f1921e,On the way,19.18,75,76,9.2,Scooter
6055c247-3536-4d58-8a23-3ccb1c5bf92d,dc13ccd0-f3d6-4bb5-8fd6-5f084d54a84d,Delivered,7.77,50,43,3.96,Car
d607d75b-b0ef-468b-833e-ed687116e608,bf11e52e-a7cb-4395-8f56-cca4e1db14c9,Delivered,4.97,51,55,3.42,Scooter
cc29cb8e-af38-4d63-8a51-0b94bb615110,429bc19a-a95b-4821-965b-b4610317216b,On the way,9.1,44,46,2.37,Bike
986e3a33-6b20-410c-bd90-d14399284af4,a60a1e32-4715-49b3-a3fb-80e988b44f95,On the way,1.31,58,54,4.11,Bike
623fee0f-b44f-4afb-8f9a-dbbecf4e9cf0,0f45cfcd-5799-45b5-94a4-9b8cda6fbc79,On the way,8.08,70,70,8.88,Car
6d9cdf75-2e56-45e0-bcf3-e0462cd575b1,da33c61b-7825-4bc3-a21e-26603622a024,Delivered,13.46,38,37,4.52,Bike
86a4669f-b7de-4c1b-8bc2-851db38871f1,f3d96e86-776b-44d3-94e9-6753648d001b,On the way,7.02,33,24,5.12,Bike
fd244d37-5995-474c-8b4c-f68931b9c27d,5a84c38d-ccbc-4029-a474-149e99722b43,Delivered,1.54,71,76,2.36,Bike
8d9df7b7-2a42-472f-be68-f63e42a3e0b8,19602507-3231-4f37-9bcd-f2982ee51ea5,On the way,13.1,91,91,6.07,Car
f2fb0a82-ffef-4adc-91e0-8b7d7fdb1143,8abe1338-138d-4150-9655-606797797e19,Delivered,13.67,23,16,4.25,Scooter
fbd0652c-7ff7-4d80-8099-8c1cd4a3b2cc,da33c61b-7825-4bc3-a21e-26603622a024,On the way,8.43,50,47,9.14,Bike
84edac43-60f1-454d-92d8-756cc7f06004,5a84c38d-ccbc-4029-a474-149e99722b43,Delivered,10.11,109,109,9.77,Scooter
7ae52182-0eaf-421e-ae11-8454efc07110,4754cebf-21ba-4f39-ab30-4c8bd53d764e,Delivered,16.07,100,99,7.1,Scooter
a511fd33-d7c7-4dd9-859a-56125ff92502,d5ba7c1a-c5f7-4f08-95e7-cace6f7b50f5,Delivered,5.47,44,45,2.11,Scooter
8f7c0a74-b197-49f7-97e3-57eaa166705f,dfb800d9-d94f-4e32-b206-3c753903892f,On the way,6.75,67,70,9.4,Scooter
88abe494-9bf1-450c-b648-afc0c3ff8cd0,19602507-3231-4f37-9bcd-f2982ee51ea5,On the way,5.96,15,15,8.99,Bike
fe5d4c7b-c61e-44bb-b61f-d8d94faf4e90,69be0c6c-ad61-4581-b1ce-0f8b1699bf00,Delivered,19.82,103,106,7.08,Car
6d2277a5-f191-4f1b-a947-e8893218dc82,00794ca8-29cb-4699-9bdb-9739c329c8e7,On the way,2.91,25,22,3.96,Bike
9a1bdca6-ec18-4f70-87e2-b65c686e3ac4,53540104-b0d9-4b09-bc81-1e08aa3fb90a,Delivered,14.57,120,116,7.34,Bike
51b5ceac-b1c6-4e6e-965b-38fac321cb14,f2c040e9-6c36-4eed-a013-762003afff14,Delivered,2.08,114,121,7.73,Bike
d615dba1-94fb-4231-81c6-73aabd22b984,bf11e52e-a7cb-4395-8f56-cca4e1db14c9,On the way,12.99,26,30,2.87,Scooter
d5e27a19-dc01-4541-9232-95417e9315b5,640348ad-e663-40ff-9e42-fb6b7008d17e,Delivered,17.11,114,121,2.24,Car
28cf1fb4-3594-4632-aaee-5cc353f9a029,604719a0-a008-4c13-8b8c-1e11cd154c2a,Delivered,8.53,61,68,3.99,Bike
ba3ae1d1-7d16-4626-ac35-c078b2c4088a,1f11c1bf-5691-419f-b3c3-be2c69bed9a1,On the way,1.64,17,10,7.47,Scooter
e7c7043e-2bd1-42b0-8838-ced15dd05faf,17a3f0ef-f5e6-4041-9bf4-a1925132b9bb,Delivered,17.22,91,91,5.67,Bike
03bd4ab6-a01e-4f47-bc57-48a7b593ad68,9448d61e-f7ef-400b-86ab-911db4b0918e,Delivered,9.26,109,108,6.51,Scooter
4e731be1-364f-4483-a404-4ef2c6cc837c,206350d4-3aaa-4470-8c32-fd15996851b7,On the way,11.5,119,119,5.11,Bike
baa27097-e85d-4fe6-a133-595c81814da3,17865887-300b-4eb6-a5a1-dde80e80c379,On the way,19.56,96,93,2.55,Car
c5bb44df-7bb7-42de-ad37-ccdc01108bee,da33c61b-7825-4bc3-a21e-26603622a024,On the way,19.88,120,123,9.95,Car
029cb885-4929-4ced-bc1a-2da55dee4a25,c92033da-2a3e-4e86-b4b7-84cae891850f,On the way,8.74,30,38,9.72,Bike
d85dc0fc-2f51-420f-b61c-ace13227cda6,62f75f82-6841-4795-80d2-e9f45e82fa71,On the way,6.91,62,52,9.94,Car
6f31c295-b5f3-4899-9c45-b308155c39b4,a21f6abf-423f-4d87-9822-ff989ae0ddb9,On the way,11.53,34,40,2.52,Bike
9e75d289-73b5-459e-9e13-7ffbaeb344a6,1d861984-9711-487c-8d06-e4e59bb03f73,On the way,10.13,103,96,3.08,Scooter
6e22e96b-a188-4d1f-b7c7-5912e98ea8f6,be73696a-23e2-46e7-8108-0952c6b6d1ed,On the way,18.5,16,22,9.27,Scooter
30e787c5-710c-4d4c-9916-fea74c1810a8,4754cebf-21ba-4f39-ab30-4c8bd53d764e,Delivered,18.82,80,70,5.21,Scooter
a01bf940-59fb-4a26-86f0-b9c0b6292329,0b65c5ea-9ea3-4e7c-b2b1-4055806deb3d,Delivered,8.92,71,78,3.99,Bike
f3d119b2-b559-4783-9a48-204f98c90e62,3890ff34-81e3-4b1a-ae9f-7f02ff4537d6,On the way,9.73,102,99,3.8,Scooter
dd3731f5-a4a1-4d0c-933b-d8924cffdf38,12e5fa29-f169-4e51-bda0-ec8091d627c6,Delivered,5.52,98,105,5.65,Scooter
3f931835-2e4e-4d92-8eaa-c0ac435bf687,bbfe5906-a4af-4c3e-9236-904b597b0579,On the way,6.13,66,63,6.64,Car
9a2d1955-8a3a-4760-977f-afb0549a9cf7,adda93ad-bec3-4f29-a20e-55627604dec6,On the way,5.48,50,51,4.34,Car
e441d449-f740-4b40-8984-0062000de59c,ac64b360-7852-44e3-9bad-e3b2cf19ef92,On the way,16.83,22,16,9.04,Bike
c35526ea-fe17-4afe-a440-930f71714ed2,5f36959e-9aa2-482a-9a3b-0725932bce84,Delivered,6.72,77,70,8.34,Scooter
41d5d24e-1e0a-4cd7-84b4-129dc23e7588,11aa9dc3-245a-4907-95c6-afbf7422183a,Delivered,13.2,92,84,5.43,Car
3294248e-9f38-4a18-9eb1-0fe540a574b9,70c982c8-714e-4219-9bda-b3f40679274a,On the way,3.45,24,18,5.18,Car
bc2c3f36-cb27-4618-97d4-b179574d94bd,7f80896e-cf3c-4b2d-815b-29837ee7e5f4,On the way,7.35,26,25,2.09,Bike
53ec8b25-3388-46ac-a35a-5b8282ec90db,aa4ffb04-7133-447c-9352-f944e33aaf16,Delivered,13.54,120,118,7.62,Bike
b4247493-530a-4744-8a68-9c36b1de87e6,2e374e2e-41b0-4fd9-9ffd-225efe662f41,Delivered,13.94,97,87,2.29,Car
23129426-aa51-44c0-8b28-e4f4517ad322,d5ba7c1a-c5f7-4f08-95e7-cace6f7b50f5,Delivered,4.88,74,75,3.91,Scooter
a62da3ec-d393-40f3-b5c8-3c370e2aea49,c18961eb-b13c-4d7c-9738-e204624c5081,On the way,9.3,46,42,8.03,Scooter
8ffa3727-4c3c-4a60-bf38-af78520ad4c3,074236cc-5878-4143-abc4-3243b81e6b7e,On the way,14.68,68,76,4.79,Scooter
c90576fb-4775-4ae5-8b1a-c6c8b87a0762,1a531ec5-a7eb-4483-b28e-cce29c332ec7,Delivered,4.56,114,108,4.72,Scooter
4d1d52d6-5174-4932-a1df-3d95d16ec749,6dc5c8b6-7877-4e09-a088-f66feabaec23,On the way,8.44,56,53,2.11,Bike
160c827a-7e13-4c8a-8bdc-6242a92793f9,be6d661b-6d62-40f9-acf4-cb335d7411bc,On the way,13.08,22,32,3.49,Car
b4da5913-f29e-4bfd-980d-0deec2830d3c,fc19678d-895c-4194-a2f7-9fe9929ebc4f,On the way,17.28,120,112,7.83,Scooter
1f277138-00b4-4593-b914-b1f96735bf77,5d9a8b21-10fa-4dd3-8d55-746c22d9b80f,Delivered,19.3,46,42,2.76,Scooter
2799c0c3-26bf-47da-a06e-c0fbfa18d8cb,46c04622-3af2-4ae9-a84f-15eab4fa78ea,On the way,12.14,85,80,2.78,Bike
bcbbd8ed-599e-4e10-9305-b8dd36275578,46c04622-3af2-4ae9-a84f-15eab4fa78ea,On the way,16.63,63,55,4.91,Car
f8b040ff-b7bb-4404-97e9-2013260f7a70,33d827e4-3c6c-4256-b9a1-870195c0c431,Delivered,16.41,105,101,8.07,Bike
e2e3aabf-f5f9-4015-897f-1574443caa79,ede75eda-0b0c-4d61-b3c4-0ac0944b6a54,On the way,1.36,77,87,2.9,Car
406df5b5-386a-48b2-9a40-20b4c0a19c77,b4d2bef8-8af9-43f9-8093-497d5fb58b8d,On the way,18.61,70,69,3.72,Scooter
5d16fe67-d897-4c0b-9151-a97cb86c28b8,36c1ee2d-4abe-4074-a6a8-c42424678b53,On the way,2.13,66,76,7.33,Car
552b97cd-47d8-4de5-ad3c-2f31c4a5e172,12e5fa29-f169-4e51-bda0-ec8091d627c6,On the way,19.75,48,45,3.77,Car
e8686129-1dd2-48b9-b2cf-e97cf7477891,0b65c5ea-9ea3-4e7c-b2b1-4055806deb3d,Delivered,14.14,29,20,5.01,Bike
39734289-c51c-47eb-a156-b40ae60d8941,b0c67d42-22a9-49e4-bace-b220f671a7a0,On the way,16.4,118,112,3.91,Scooter
1818bf69-ab07-4534-82e8-66885aa3daee,0e214bd9-dfd9-44fc-9705-857f0536fb67,On the way,8.07,56,64,9.51,Scooter
4dc3f94e-9a59-433e-a319-6cc22bf903f3,58a28095-fdb7-427c-8270-2a8c6d70a6d6,Delivered,17.43,23,19,7.87,Scooter
62d8f870-bf8f-46b1-85b9-3351f27f7dbb,7ff3f5cf-706d-4102-83d0-d63bcedfa64b,On the way,7.77,49,39,6.17,Bike
48d645a3-82ff-45ce-83fe-5f0b720f89aa,dfd3ecf5-3081-4dd9-be51-19f51a2d09df,On the way,7.37,92,101,7.52,Car
183671ab-e9d8-4b35-8805-3b19e715b279,4f4b8c21-424b-422a-90b7-c40ec70cda1e,Delivered,19.83,81,74,8.58,Car
47b31ffb-9175-473d-bed3-1a970b5b80c5,4fdda0ed-a801-45b5-baa2-bab95fe030d9,Delivered,11.16,105,108,9.0,Car
768dbab5-abea-4a53-ade6-fc81ccfbc387,ede75eda-0b0c-4d61-b3c4-0ac0944b6a54,Delivered,9.74,72,65,2.2,Scooter
677e60de-0f0f-43a7-bbe1-6138a215515a,10fb0a1b-d903-40a4-b34a-c30e9fff8e3e,Delivered,9.03,47,39,3.87,Bike
5d40e7bf-64d0-453e-8f72-6bb8663c67b3,6203dd42-d06d-4dae-85d5-a51629fdf46f,On the way,7.95,58,48,6.64,Car
c80969e7-dd64-4aea-9f5e-1a7f1689687e,7988ef49-fc48-4f54-812f-e001202d5981,On the way,8.41,26,16,5.02,Car
6e5a7879-1406-477c-840f-739dd6eebc7e,4b8b14c5-075c-4c07-ac77-7a2b1bc7118f,Delivered,12.45,84,81,2.21,Bike
8e537b49-cffb-420e-9c2f-c1ba81ea94f7,080ca92e-231b-4479-ac83-481242af14a4,On the way,18.2,51,51,9.53,Car
f18f5b3d-91c4-4883-96db-5fedd7fb2f41,8e9c07d7-f9a3-4806-b285-6178bd29fbc1,Delivered,1.2,79,72,4.96,Scooter
badad6ce-fe3b-4dbb-bb29-f9f33587121d,a641d086-82d0-4fb8-b792-e2537542b858,On the way,10.98,81,84,7.71,Car
338584be-24d1-4364-8cff-526c4354c192,de9a0f2a-8280-4357-9d40-a682cb4ee78d,Delivered,10.33,58,51,8.13,Scooter
f102031a-02e6-4c4f-9567-85042daf4496,7d15dcef-a49a-475b-b4b9-557a2bad8e6b,On the way,8.83,100,105,7.01,Bike
f79ce434-3260-4af8-97f6-7126a8d64199,7924a4b3-8141-4d8e-8019-18fa6e4f0ae8,On the way,7.07,95,88,3.9,Bike
11f0f6c1-ca22-4099-b5a0-25e194d3ed10,70082c19-d152-4052-9832-99a9608aed53,On the way,5.57,23,15,5.81,Bike
ffee39e8-f05b-4529-aec4-444f891d8f85,bb87bf41-7211-45e8-b798-8521c4b854ab,On the way,4.64,101,105,4.42,Scooter
e55fdbcd-b2bd-4538-b7be-438a8449caf2,d2709082-44e9-4b1d-b8e6-e65fb5b3eba0,Delivered,2.15,66,56,9.95,Car
35abd2ae-c51d-4a2e-a496-0428fe9e6992,2189be1a-a1a5-43be-90b4-815547929a76,On the way,13.46,51,59,4.41,Car
a73e1aa3-6fd3-495d-9673-c73db7101ce0,4fdda0ed-a801-45b5-baa2-bab95fe030d9,On the way,9.05,16,18,4.74,Bike
8da8b96a-fc3c-437d-a7ea-5941d35397da,41c90881-d4e6-4d90-878c-4f9639c042db,On the way,19.14,103,96,2.43,Car
b66a6e9a-baab-4df7-a5f7-ff7a90e3a40b,b98d1e1b-135c-443a-97a3-10ac72a4f972,On the way,10.39,50,42,5.7,Scooter
ebb0d053-3365-46e5-8711-a14a9db6152b,0de5d79d-9f65-42d3-9365-e1cecb413d7f,On the way,13.21,83,88,4.78,Scooter
aa02babf-2bd9-484a-af75-2ebeedd7940e,fba856f9-2ab5-427d-b9d7-cc5f07cce27e,Delivered,8.12,53,51,5.01,Bike
3886e72a-6403-4ac9-80ec-5449682bd36e,70c982c8-714e-4219-9bda-b3f40679274a,Delivered,3.17,102,93,8.3,Car
d6c4a8ff-6c8a-489c-ba8c-a2fdb9a6310a,58a28095-fdb7-427c-8270-2a8c6d70a6d6,Delivered,9.37,118,118,6.83,Scooter
95b208a8-1959-44f5-ac0b-9c22630519a4,6ce4e2aa-0a61-46b5-94ff-e3e2b96f1482,On the way,5.54,59,54,6.63,Bike
ee944027-5633-43a3-9f8e-ec869d110dae,bef0184f-bca4-4286-9b71-a99191f79232,On the way,13.4,96,87,3.29,Scooter
e5e350fc-980c-4ffc-9603-b08f001ffaa9,bf11e52e-a7cb-4395-8f56-cca4e1db14c9,Delivered,8.21,100,99,6.86,Car
430a0143-6072-4e8a-8ece-c0de7c20de79,f2c040e9-6c36-4eed-a013-762003afff14,On the way,2.54,112,110,3.27,Bike
a77c8bd1-35c6-4cae-b9e6-aa523230425e,c714afbc-2347-4a9f-aab5-ac13a1fb5596,On the way,18.97,16,25,6.93,Bike
72dbb02b-644a-41cc-8c83-8c527fdc6543,1d861984-9711-487c-8d06-e4e59bb03f73,Delivered,10.63,97,88,7.05,Car
4789cec1-d513-49ea-ab46-38434c305e66,fe0ff3e0-f615-4ee6-a45b-71bf186f80f7,On the way,1.44,34,34,4.68,Bike
501b4dbc-cb39-4100-9549-becd878e0ec8,4b8b14c5-075c-4c07-ac77-7a2b1bc7118f,Delivered,6.36,31,25,5.35,Car
dd75d816-5b1c-4b33-9b83-027c8f80ead3,b98d1e1b-135c-443a-97a3-10ac72a4f972,On the way,18.96,52,60,8.67,Scooter
695f8a67-cdee-4ed6-9797-2411463b090e,6203dd42-d06d-4dae-85d5-a51629fdf46f,On the way,14.79,69,73,2.96,Bike
2a978ab0-c2e8-4c84-990f-25509d85cc56,7cf317f7-b12e-4e94-9b94-40a88ce959f7,On the way,16.13,79,70,8.23,Scooter
6c6ac3b1-1886-4cb6-86a9-a7adc86b972a,00794ca8-29cb-4699-9bdb-9739c329c8e7,On the way,12.45,86,86,2.59,Bike
958dd6dc-7171-48b9-9626-49b6650bf9b1,7d15dcef-a49a-475b-b4b9-557a2bad8e6b,On the way,8.05,30,40,5.26,Car
276e9637-094b-48e8-a354-2d42fbd35ebb,2e374e2e-41b0-4fd9-9ffd-225efe662f41,On the way,10.45,63,59,5.38,Car
4db5ba9f-b639-4906-827d-697de0247e59,1ea7fa01-b4b0-4ccc-a654-b8f3931a542a,Delivered,1.78,96,86,8.4,Bike
5a2c7f15-9f6c-450a-b28f-f7aa96ea3e17,5f36959e-9aa2-482a-9a3b-0725932bce84,On the way,13.93,58,51,6.76,Scooter
1bf5972b-ce2f-4061-b392-261e7e43ad17,4b8b14c5-075c-4c07-ac77-7a2b1bc7118f,Delivered,7.59,78,70,6.51,Car
146e8a27-c42b-441b-99df-97d064bd4c4a,ab5ec016-5c56-4726-acc5-ce3b8b36bb27,On the way,7.37,55,48,9.55,Car
452ead10-76a2-407e-846c-56057ca31086,086ec8ab-76b6-4f40-a664-c3d74f9e0151,On the way,13.93,43,33,5.18,Scooter
696c5adc-d764-4c8e-b9d2-deee73d2b052,10fb0a1b-d903-40a4-b34a-c30e9fff8e3e,Delivered,13.4,19,24,6.16,Bike
b41ccebe-95ab-4b34-a463-c6339b13056f,f4039ec8-3480-4222-b44d-65711bcd62e9,Delivered,8.54,116,115,3.12,Bike
aee7d4c5-0c7e-42e4-b28b-49f3c20b2843,d601d6cb-3017-47ad-a4df-7f7bc6f1921e,Delivered,1.33,87,89,4.63,Car
4b5ee70f-bc92-4579-ba4f-3a65606cc7ed,a5dc8c44-f4c4-4d1d-ae16-89803f94892b,Delivered,8.43,96,94,4.62,Scooter
1c6c4644-3a5c-41f4-a98b-2c4dd27a0172,0ff8b1aa-c43d-4bab-89df-f88a788c1589,Delivered,5.41,116,125,6.14,Car
e70b54c9-e50e-4b20-9992-765cdf429a4f,41cd9e7b-8bc3-481b-9e79-7054966f24cc,Delivered,13.89,59,60,3.18,Bike
4467e394-a334-4aea-b264-5f121132f880,10fb0a1b-d903-40a4-b34a-c30e9fff8e3e,Delivered,7.74,106,109,5.79,Car
9016892e-e169-468f-9c36-74b6ca3931ec,69be0c6c-ad61-4581-b1ce-0f8b1699bf00,Delivered,5.39,96,102,6.55,Car
1ab882f9-dd23-4b4f-b4cd-96391b0b15f1,1a531ec5-a7eb-4483-b28e-cce29c332ec7,On the way,9.36,51,57,3.49,Car
1e32916b-4845-4df2-9911-e2fd023ab66e,d33ab539-c4c3-4867-9966-c4a1de4ddc18,Delivered,18.03,25,22,5.54,Scooter
8e9eb587-a223-4921-8920-d59f5ab0e0ca,b952b57f-757b-4ae0-bd15-8d9fda79d98f,Delivered,8.12,71,77,3.67,Bike
a7d8443f-2fba-4da8-9a3f-bdc37518b4d2,587ed57a-8f37-4bcf-99d6-bd4332328cfb,On the way,2.48,20,17,5.0,Bike
ec0b5d48-d072-45d3-8a3c-3548441b6b4b,9448d61e-f7ef-400b-86ab-911db4b0918e,On the way,11.87,119,117,8.2,Scooter
872c96db-4ca5-4223-84b9-75fd8b5ea778,1f11c1bf-5691-419f-b3c3-be2c69bed9a1,Delivered,13.36,115,117,2.8,Car
1459abc6-f5ee-4516-b441-6637e78000f7,dfb800d9-d94f-4e32-b206-3c753903892f,On the way,2.48,68,73,3.65,Car
