order_id,customer_id,restaurant_id,order_date,delivery_time,status,total_amount,payment_mode,discount_applied,feedback_rating
1d861984-9711-487c-8d06-e4e59bb03f73,bc1e4250-e82b-4c3f-ac87-1cd2e6df7046,b01b0970-095d-4c78-a16f-617dee415124,2024-09-06 03:54:18,2024-09-06 05:45:18,Delivered,37.47,Credit Card,7.08,3.98
a5dc8c44-f4c4-4d1d-ae16-89803f94892b,7323deff-bf93-4ec8-99e5-16e922878d69,6f683d8f-212c-4677-bfb5-5d44a0b026f5,2024-09-09 21:19:09,2024-09-09 22:50:09,Delivered,62.95,Cash,7.96,2.47
bcb33e5f-67b3-4f85-b469-432c7d0adf5f,6987ff88-0f19-434d-96a0-2ffda8f03f8e,137b31ec-95f3-4661-b8a0-587691ac3b0f,2024-10-18 18:17:12,,Pending,143.87,Credit Card,8.08,4.01
66bef1e6-378e-4423-b904-edb7fdc1379b,1a209961-594f-486b-b9a1-71c072363647,e4eb2ef6-fa7c-441c-af34-450f233d4cfe,2024-10-12 02:05:06,,Pending,104.51,Cash,14.09,4.5
be73696a-23e2-46e7-8108-0952c6b6d1ed,655b21e1-1740-40af-ab94-049c2fd589b6,0aad11d1-8649-4aa9-adb0-be41a92b0585,2024-06-03 23:45:05,,Pending,13.26,Cash,2.64,2.89
cab14ae7-c107-4398-a0da-b8cc096cbec4,b1f81226-4b4e-4daf-8284-cea9ebb03e0b,ce7dfb42-e3d1-48a1-b705-41da6143c620,2024-10-04 20:20:38,2024-10-04 20:54:38,Delivered,184.12,Cash,9.05,4.29
f3d96e86-776b-44d3-94e9-6753648d001b,fe110556-d07a-4b2f-8917-b611818c07fc,b01b0970-095d-4c78-a16f-617dee415124,2024-04-17 11:51:56,2024-04-17 12:27:56,Delivered,197.81,Credit Card,2.06,1.68
fc3ee426-9a0c-435f-958c-7d95dc2fa9a8,0332001e-7a87-40d9-a4c9-cf8ef0a38dbc,e026cee6-dcd1-4076-a353-7f41b9c0be43,2024-02-15 12:00:45,2024-02-15 13:12:45,Delivered,150.68,Credit Card,18.7,2.83
fcdc07d9-ec7e-41ef-bea5-ef00a18b7f94,6987ff88-0f19-434d-96a0-2ffda8f03f8e,e4eb2ef6-fa7c-441c-af34-450f233d4cfe,2024-07-22 21:56:23,,Cancelled,185.37,UPI,16.16,1.56
0c6bdbda-4c86-4218-8e60-674be67d8191,e3ec0aaa-c860-40f9-9528-9d4c8f1e780b,90df8470-e1e0-4147-8d71-bee65b09b632,2024-02-13 02:54:27,,Cancelled,185.41,Credit Card,2.06,4.25
ce021a43-257f-43ab-ae99-933127ec1883,ad44ec8e-eb58-4d25-b746-55e71bc120a2,c9a32ac9-3528-4425-8a4c-dd8a0e3e55f2,2024-09-26 00:44:20,2024-09-26 01:08:20,Delivered,158.1,Credit Card,10.57,1.37
4f4b8c21-424b-422a-90b7-c40ec70cda1e,9d022bb5-a7e4-415f-9490-f8bff66e1a78,37292d58-42c1-4272-bfca-8c7c9732edea,2024-06-25 04:47:41,2024-06-25 05:51:41,Delivered,183.38,UPI,4.51,1.47
2e374e2e-41b0-4fd9-9ffd-225efe662f41,3160c53e-2f7b-4a80-bd4b-7e18777d6837,e026cee6-dcd1-4076-a353-7f41b9c0be43,2024-02-27 10:38:31,,Pending,16.43,Cash,6.06,1.43
36c1ee2d-4abe-4074-a6a8-c42424678b53,6987ff88-0f19-434d-96a0-2ffda8f03f8e,ea7f323f-5e72-4079-ac03-00ba921e6b3a,2024-01-18 00:39:57,,Pending,28.14,UPI,13.57,2.49
6203dd42-d06d-4dae-85d5-a51629fdf46f,a58e1bee-2cfd-4af6-b269-9ca32efbb01a,1bf58b57-b13b-4318-8eb8-a8ef42ba9202,2024-01-14 17:38:42,,Pending,53.85,Cash,4.15,1.36
62f75f82-6841-4795-80d2-e9f45e82fa71,61ada594-b9f1-42ea-923a-93bfc25199cf,9ea1b32a-6670-4e58-822b-2c5eeb05031a,2024-10-15 16:56:26,,Pending,69.32,Credit Card,12.16,1.2
4754cebf-21ba-4f39-ab30-4c8bd53d764e,fe110556-d07a-4b2f-8917-b611818c07fc,6f683d8f-212c-4677-bfb5-5d44a0b026f5,2024-08-22 05:38:17,2024-08-22 06:29:17,Delivered,50.81,UPI,13.54,4.38
c752d511-ff17-4d07-8dcb-5a8439817d08,7ca9a85b-1be5-4395-8033-54c2f8e508b2,0aad11d1-8649-4aa9-adb0-be41a92b0585,2023-12-12 22:51:46,,Pending,166.11,Cash,18.97,1.57
40592222-0ad6-4c48-9a8f-d3649889d30c,89d15533-c9a0-4429-a048-e1f9c116952c,30c3fa39-442f-4b20-9ce2-76189bf7370a,2024-12-01 00:24:27,,Pending,30.8,UPI,18.79,4.3
e585da32-d6c6-4205-af2a-e6f2079c9c3f,b1f81226-4b4e-4daf-8284-cea9ebb03e0b,a155b87e-61e1-4325-bbea-98d59d40277f,2024-10-07 02:07:05,,Cancelled,76.03,UPI,9.57,1.94
adda93ad-bec3-4f29-a20e-55627604dec6,4ef5236a-ff91-4b40-bfc3-4f91245c738a,05803d68-0fbb-470b-ba25-fbb04cd65686,2024-05-11 15:53:59,,Cancelled,57.97,UPI,17.41,1.86
a388645b-4a6a-4dab-8dc9-5452fda8faaa,14e4a7fd-de1a-4a11-b4bc-e3363eed29f7,137b31ec-95f3-4661-b8a0-587691ac3b0f,2024-08-08 11:33:43,2024-08-08 12:48:43,Delivered,35.01,Cash,7.22,1.54
0602c047-f946-4dac-8a36-429009a982ae,2e5f8d0e-054f-4f92-aebf-c68289874d72,647b56ce-abec-4ac9-8f26-5c31656b7999,2024-04-26 01:51:00,,Cancelled,188.04,Credit Card,10.6,3.32
bf11e52e-a7cb-4395-8f56-cca4e1db14c9,21a04a39-f319-48f3-b559-bf6079540c0b,3bf7ae12-1912-4934-a8e4-d9c850d8972c,2024-01-26 16:06:11,2024-01-26 17:34:11,Delivered,127.66,Credit Card,10.6,1.85
429bc19a-a95b-4821-965b-b4610317216b,b1f81226-4b4e-4daf-8284-cea9ebb03e0b,05803d68-0fbb-470b-ba25-fbb04cd65686,2024-04-10 09:43:11,,Cancelled,37.18,UPI,15.9,3.24
893c819a-8ceb-4404-b434-1e3b9be056a8,ef552261-b65e-4621-aedb-e3b7f4501eb6,dfec44d0-1e3c-48d1-8c77-b1d49f331df7,2024-03-18 06:13:12,,Cancelled,163.33,Credit Card,7.37,2.6
799702cb-29d2-499a-9fbe-abe2a7b5094f,f885ccc4-b28b-46b8-8ac3-3daa8f1e5f23,a2efc75f-fe0d-4e95-9b57-30ffaa6fee03,2023-12-09 06:15:46,2023-12-09 07:18:46,Delivered,88.73,UPI,7.91,1.76
67de137a-dc5c-45f9-bf47-977cc9475f2c,10abb201-280d-47b1-81db-c2675d37ceae,db6f9bc8-cd81-4fe0-ad29-2bea27ae7b47,2024-04-08 02:58:51,,Cancelled,152.9,Cash,1.38,4.68
17865887-300b-4eb6-a5a1-dde80e80c379,150c970e-cba4-403f-a750-6d591e42897a,949e15ec-6c39-44f1-9435-599f8696979a,2024-01-26 08:58:03,2024-01-26 10:32:03,Delivered,120.13,Credit Card,8.85,2.68
1999cd80-1eef-4358-9e52-2db7b7f4bab6,89d15533-c9a0-4429-a048-e1f9c116952c,a2efc75f-fe0d-4e95-9b57-30ffaa6fee03,2023-12-29 15:35:09,,Cancelled,147.54,UPI,8.49,1.24
39588ab8-b68b-43bc-a45b-1d054f736ace,f6cbed90-8aa4-40ee-a0bf-2a7b9d249024,24d739f7-460e-4ce2-90f8-d83ad9b89b60,2024-03-17 00:06:49,2024-03-17 00:57:49,Delivered,197.79,Cash,11.41,4.02
1a663289-84ab-4499-acda-24f65cdfab68,cfd6ce76-1b39-4488-b645-22f13e0f102d,71a66d98-b9d8-4522-8269-4aa203a44067,2024-08-26 15:57:02,,Pending,15.23,Cash,12.92,4.25
dc1daf3f-8a3d-47ea-9f38-c6942f735b49,0042c802-4ee1-4d21-89f6-2ce4310bd92c,94bad449-9500-41da-ba13-9890aa4059d9,2024-11-12 20:25:53,,Cancelled,95.74,UPI,11.44,1.42
4ffddbba-087b-4f7d-aade-8488e752ac80,e3ec0aaa-c860-40f9-9528-9d4c8f1e780b,b01b0970-095d-4c78-a16f-617dee415124,2024-05-28 09:44:47,,Cancelled,92.1,UPI,7.33,4.62
72f2991b-bb68-46c1-acc5-eb40331b94ef,949a4d96-90d9-4fa3-8593-8f553095c1b3,a2efc75f-fe0d-4e95-9b57-30ffaa6fee03,2024-08-05 00:16:53,,Pending,22.72,Cash,9.84,1.5
8de81109-bc41-4ff7-9334-741760572dab,02d204c7-f85f-4b88-943f-1dc4adb14bad,2380df72-5236-42a0-90fa-7cd8d83b18f3,2024-07-04 07:52:23,,Pending,13.66,Cash,12.51,3.27
7cf317f7-b12e-4e94-9b94-40a88ce959f7,eb4882b8-0b52-43a4-b345-083022687625,2380df72-5236-42a0-90fa-7cd8d83b18f3,2024-04-17 00:02:24,2024-04-17 00:22:24,Delivered,59.87,UPI,15.53,1.31
7d73bf79-05c0-43dd-9dc1-796ce35133ef,4b704624-5577-47eb-8821-c8d8f667d8b2,94bad449-9500-41da-ba13-9890aa4059d9,2024-06-01 15:40:35,2024-06-01 16:26:35,Delivered,79.62,UPI,8.48,4.68
080ca92e-231b-4479-ac83-481242af14a4,1813d5cc-73a9-4f78-b279-d559d39a7dfe,9ea1b32a-6670-4e58-822b-2c5eeb05031a,2023-12-25 23:41:01,2023-12-26 01:22:01,Delivered,44.79,Cash,6.14,1.77
7d15dcef-a49a-475b-b4b9-557a2bad8e6b,4b704624-5577-47eb-8821-c8d8f667d8b2,844f0488-8b27-4f18-9754-e20d2016bcd6,2024-11-29 10:58:50,,Pending,161.57,Cash,14.52,2.52
10ecad62-f5c7-4a73-b9c9-e67675a1c573,eb4882b8-0b52-43a4-b345-083022687625,bc26cda1-7da3-4d0b-b3fc-15af8e65b063,2024-10-05 03:51:09,2024-10-05 05:20:09,Delivered,95.26,Cash,13.27,2.64
5f36959e-9aa2-482a-9a3b-0725932bce84,457cbf89-4f5a-4d42-a663-a120da10e4d0,37292d58-42c1-4272-bfca-8c7c9732edea,2024-04-03 21:07:08,,Pending,22.28,Cash,13.05,4.81
c3bd28c0-2be7-42ce-80d7-28555514fff5,392453b9-90f7-406a-8640-4f432dcd0ec5,05803d68-0fbb-470b-ba25-fbb04cd65686,2024-10-02 15:30:27,2024-10-02 16:11:27,Delivered,109.45,Cash,7.04,4.93
10fb0a1b-d903-40a4-b34a-c30e9fff8e3e,df5338f3-a92d-4e04-a0ba-75e9bf80e9d7,8a8ab81b-b277-4415-b811-417233200d16,2024-04-17 07:17:57,,Cancelled,91.0,Cash,16.93,3.47
